date,precipitation,peti,temperature,discharge_spec,discharge_vol
11/05/1996,0,1.11,2.57,1.4,4.731
12/05/1996,0.12,1.12,3.7,1.32,4.461
13/05/1996,0.02,2.74,6.38,1.44,4.867
14/05/1996,1.42,2.39,5.68,1.68,5.678
15/05/1996,0.94,1.77,3.23,1.74,5.881
16/05/1996,0.5,1.63,2.06,1.5,5.069
17/05/1996,2.68,2.01,1.36,1.38,4.664
18/05/1996,3.06,1.46,1.29,1.32,4.461
19/05/1996,9.5,1.19,3.35,1.52,5.137
20/05/1996,1.82,2.1,4.72,2.61,8.821
21/05/1996,1.29,2.49,5.77,2.18,7.368
22/05/1996,4.3,1.72,5.46,3.09,10.443
23/05/1996,1.88,2.65,6.47,3.34,11.288
24/05/1996,2.95,2.56,5.97,2.68,9.057
25/05/1996,0.45,2.3,6.47,2.46,8.314
26/05/1996,1.6,1.75,5.09,2.35,7.942
27/05/1996,1.04,3.13,5.62,2.17,7.334
28/05/1996,4.69,1.38,5.7,2.55,8.618
29/05/1996,0.04,2.66,8.28,2.75,9.294
30/05/1996,5.75,0.95,7.75,3.58,12.099
31/05/1996,7.23,3.61,7.67,5.15,17.405
01/06/1996,1.18,2.48,6.13,3.3,11.153
02/06/1996,0.35,3.04,6.74,2.3,7.773
03/06/1996,6.43,1.93,6.21,3.31,11.187
04/06/1996,2.43,3.69,9.2,2.62,8.855
05/06/1996,0.98,2.94,9.37,3.15,10.646
06/06/1996,0.74,3.34,9.91,2.37,8.010
07/06/1996,1.11,3.66,11.14,2.03,6.861
08/06/1996,0.24,3.85,9.74,1.74,5.881
09/06/1996,1.3,2.43,9.34,1.61,5.441
10/06/1996,1.77,3.08,10.35,1.93,6.523
11/06/1996,8.44,1.78,8.7,3.38,11.423
12/06/1996,2.06,3.34,7.64,2.58,8.719
13/06/1996,0.25,2.62,8.26,1.83,6.185
14/06/1996,0.03,3.67,9.83,1.51,5.103
15/06/1996,0.01,3.5,10.01,1.32,4.461
16/06/1996,0.43,3.7,12.32,1.21,4.089
17/06/1996,0.26,3.43,9.68,1.12,3.785
18/06/1996,0.11,1.91,7.56,1.06,3.582
19/06/1996,0.35,2.17,7.29,0.96,3.244
20/06/1996,2.29,2.33,6.17,0.9,3.042
21/06/1996,0.47,2.28,5.51,1.14,3.853
22/06/1996,0,2.47,7.12,0.93,3.143
23/06/1996,0,2.73,8.37,0.84,2.839
24/06/1996,0,3.55,10.99,0.8,2.704
25/06/1996,4.49,2.38,11.1,0.81,2.738
26/06/1996,0,2.68,10.26,0.8,2.704
27/06/1996,0.57,1.88,9.15,0.7,2.366
28/06/1996,1.58,2.04,9.94,0.71,2.400
29/06/1996,0.61,2.19,8.58,0.69,2.332
30/06/1996,1.11,1.93,8.26,0.73,2.467
01/07/1996,3.84,1.61,7.35,0.7,2.366
02/07/1996,1.63,2.45,8.22,0.69,2.332
03/07/1996,1.65,1.89,8.86,1.02,3.447
04/07/1996,5.1,2.04,7.66,1.49,5.036
05/07/1996,1.16,2.2,8.31,2.49,8.415
06/07/1996,0.35,2.02,8.26,2.08,7.030
07/07/1996,0.06,2.57,8.59,1.76,5.948
08/07/1996,2.24,2.42,8.28,1.37,4.630
09/07/1996,0.28,2.41,10.17,1.31,4.427
10/07/1996,0.49,2.15,11.37,1.09,3.684
11/07/1996,0,2.27,11.11,0.94,3.177
12/07/1996,1.07,1.9,9.56,0.84,2.839
13/07/1996,0,2.53,11,0.74,2.501
14/07/1996,0,3.37,9.5,0.63,2.129
15/07/1996,0,2.83,9.25,0.6,2.028
16/07/1996,0,3.11,9.4,0.54,1.825
17/07/1996,0,3.3,10,0.5,1.690
18/07/1996,0,2.43,10.41,0.48,1.622
19/07/1996,0,2.29,12.46,0.46,1.555
20/07/1996,0,3.49,13.08,0.42,1.419
21/07/1996,0.6,2.06,12.25,0.43,1.453
22/07/1996,9.35,1.45,12.99,0.66,2.231
23/07/1996,20.67,1.41,10.98,2,6.759
24/07/1996,0.18,2.23,9.28,1.52,5.137
25/07/1996,0.54,1.87,11.36,1.05,3.549
26/07/1996,0.01,2.71,10.86,0.84,2.839
27/07/1996,0.21,1.82,9.6,0.74,2.501
28/07/1996,0.06,1.98,10.18,0.65,2.197
29/07/1996,0.72,1.8,10,0.59,1.994
30/07/1996,1.5,1.74,9.72,0.61,2.062
31/07/1996,1.34,2.32,8.63,0.6,2.028
01/08/1996,0.42,2.42,8.98,0.6,2.028
02/08/1996,0,1.93,9.11,0.54,1.825
03/08/1996,0,2.23,11.07,0.49,1.656
04/08/1996,0,3.03,11.75,0.45,1.521
05/08/1996,0,2.16,12.78,0.42,1.419
06/08/1996,0.08,1.84,12.3,0.41,1.386
07/08/1996,0.18,1.36,10.68,0.41,1.386
08/08/1996,1.03,1.51,10.95,0.41,1.386
09/08/1996,0.06,1.92,11.55,0.48,1.622
10/08/1996,9.71,1.69,11.22,0.63,2.129
11/08/1996,0.14,2.23,10.96,0.5,1.690
12/08/1996,0,2.41,11.57,0.41,1.386
13/08/1996,0.06,1.54,10.74,0.39,1.318
14/08/1996,0,1.71,10.84,0.37,1.250
15/08/1996,0.09,2.36,12.09,0.34,1.149
16/08/1996,0.02,1.76,12.6,0.32,1.081
17/08/1996,0.08,1.71,12.23,0.32,1.081
18/08/1996,0,2.62,14.8,0.3,1.014
19/08/1996,7.55,1.77,13.9,0.34,1.149
20/08/1996,5.35,1.1,12.19,0.52,1.757
21/08/1996,7,0.99,10.44,0.65,2.197
22/08/1996,5.93,1.93,11.97,0.57,1.926
23/08/1996,0,2.14,11.58,0.78,2.636
24/08/1996,9.38,1.24,8.73,0.55,1.859
25/08/1996,10.34,1.33,9.42,0.81,2.738
26/08/1996,12.74,1.46,9.85,1.75,5.914
27/08/1996,2.97,1.1,9.71,1.3,4.394
28/08/1996,0.76,1.24,9.62,1.14,3.853
29/08/1996,0.21,1.7,9.47,0.96,3.244
30/08/1996,0.38,1.81,8.53,0.86,2.906
31/08/1996,0,1.42,8.55,0.76,2.569
01/09/1996,10.6,0.77,9.45,1.18,3.988
02/09/1996,0.55,1.45,13.37,1.09,3.684
03/09/1996,1.02,0.96,11.58,0.92,3.109
04/09/1996,0.01,1.35,11.51,0.8,2.704
05/09/1996,0,0.81,8.62,0.69,2.332
06/09/1996,0,1.41,8.38,0.61,2.062
07/09/1996,0.03,1.54,8.48,0.55,1.859
08/09/1996,0,1.44,9.09,0.5,1.690
09/09/1996,0,1.16,8.54,0.46,1.555
10/09/1996,0,1.58,9.66,0.45,1.521
11/09/1996,1.59,1.3,9.01,0.43,1.453
12/09/1996,0,1.72,7.08,0.44,1.487
13/09/1996,0,1.21,6.08,0.39,1.318
14/09/1996,0,0.71,7.94,0.38,1.284
15/09/1996,0,1.03,8.9,0.37,1.250
16/09/1996,0,1.4,9.04,0.34,1.149
17/09/1996,0,1.77,10.08,0.33,1.115
18/09/1996,0,1.73,9.24,0.31,1.048
19/09/1996,0,1.32,7.53,0.3,1.014
20/09/1996,0,1.46,8.63,0.29,0.980
21/09/1996,0,1.03,8.59,0.29,0.980
22/09/1996,0,0.75,6.76,0.29,0.980
23/09/1996,0.12,1.52,8.18,0.27,0.913
24/09/1996,2.64,1.36,9.24,0.32,1.081
25/09/1996,1,1.44,9.55,0.44,1.487
26/09/1996,5.03,1.4,9.68,0.79,2.670
27/09/1996,4,1.73,7.72,0.63,2.129
28/09/1996,10.67,1.25,7.31,1.85,6.252
29/09/1996,3.19,1.35,7.21,2.04,6.894
30/09/1996,0.51,1.38,6.42,1.21,4.089
01/10/1996,0.09,0.68,5.12,0.92,3.109
02/10/1996,6.96,0.83,5.71,0.86,2.906
03/10/1996,14.91,1.03,6.81,4.31,14.566
04/10/1996,5.9,1.16,4.79,4.85,16.391
05/10/1996,2.6,1.24,5.96,3.43,11.592
06/10/1996,0,0.91,9.79,2.37,8.010
07/10/1996,4.66,0.85,7.99,2.33,7.875
08/10/1996,0.77,0.9,4.81,1.89,6.388
09/10/1996,0.02,1.05,5.97,1.56,5.272
10/10/1996,0.26,0.66,4.43,1.32,4.461
11/10/1996,10.61,1.18,7.57,1.81,6.117
12/10/1996,9.47,0.32,7.26,5.57,18.825
13/10/1996,0.08,1.01,9.16,3.11,10.511
14/10/1996,20.68,1.07,9.9,5.17,17.473
15/10/1996,3.99,0.63,6.56,8.24,27.848
16/10/1996,5.92,0.76,3.95,6.07,20.514
17/10/1996,2.16,0.78,5.01,3.72,12.572
18/10/1996,6.32,1.08,6.93,4.24,14.330
19/10/1996,0.46,1.15,5.7,3.44,11.626
20/10/1996,4.69,0.45,7.74,3.12,10.544
21/10/1996,0.99,0.83,5.99,2.7,9.125
22/10/1996,0.26,0.43,6.21,2.33,7.875
23/10/1996,0.1,1.07,11.16,2.15,7.266
24/10/1996,35.27,1.02,10.22,7.63,25.787
25/10/1996,11.95,0.92,7.85,8.68,29.335
26/10/1996,17.51,0.47,5.01,8.97,30.315
27/10/1996,9.54,0.66,6.51,9.01,30.450
28/10/1996,10.89,0.26,4.94,12.34,41.705
29/10/1996,1.1,0.79,1.41,6.47,21.866
30/10/1996,5.16,0.67,4.94,5.09,17.202
31/10/1996,0.21,0.75,6.9,5.9,19.940
01/11/1996,3.74,1.09,6.92,4.42,14.938
02/11/1996,10.53,1.25,9.13,4.23,14.296
03/11/1996,17.65,1.18,7.31,8.49,28.693
04/11/1996,8.94,0.36,4.81,10.9,36.838
05/11/1996,27.24,0.61,1.87,11.33,38.291
06/11/1996,3.92,0.9,2.27,17.11,57.825
07/11/1996,0.21,0.16,-1.92,5.78,19.534
08/11/1996,8.32,0.38,-0.27,4.89,16.526
09/11/1996,0.05,0.25,-0.63,3.74,12.640
10/11/1996,0,0.03,-2.32,3,10.139
11/11/1996,1.47,0.19,-1.61,2.53,8.550
12/11/1996,0.2,0.51,0.1,2.29,7.739
13/11/1996,6.25,0.1,0.67,2.83,9.564
14/11/1996,0.83,0.11,5.26,4.87,16.459
15/11/1996,0.99,0.09,5.73,4.11,13.890
16/11/1996,2.57,0.39,4.74,3.96,13.383
17/11/1996,0,0.09,-1.29,3.12,10.544
18/11/1996,0,0.01,-5.82,2.1,7.097
19/11/1996,1.27,0.07,-4.64,2.03,6.861
20/11/1996,1.81,0.33,-2.56,1.79,6.050
21/11/1996,1.87,0.09,-3.17,1.64,5.543
22/11/1996,0.24,0.04,-4.29,1.18,3.988
23/11/1996,1,0.04,-2.96,1.25,4.225
24/11/1996,12.04,0.03,-3.55,1.26,4.258
25/11/1996,6.85,0.47,-0.75,1.33,4.495
26/11/1996,0.08,0.02,-3.88,1.11,3.751
27/11/1996,0.34,0.05,-2.72,1.1,3.718
28/11/1996,10.36,0.21,-1.55,1.12,3.785
29/11/1996,11.96,0.24,-0.76,1.39,4.698
30/11/1996,2.39,0.23,1.05,3.41,11.525
01/12/1996,12.98,0.6,1.92,6.91,23.353
02/12/1996,1.33,0.84,1.3,6.06,20.481
03/12/1996,16.54,0.16,-2.37,2.48,8.381
04/12/1996,8.41,0.67,0.69,2.69,9.091
05/12/1996,0,0.01,-3.21,2.03,6.861
06/12/1996,0.7,0.01,-5.1,1.68,5.678
07/12/1996,3.66,0.49,0.94,4.52,15.276
08/12/1996,0.14,0.17,6.17,15.67,52.959
09/12/1996,0,0.03,4.76,8.91,30.113
10/12/1996,0.14,0,2.7,5.52,18.656
11/12/1996,0.31,0.02,0.55,3.8,12.843
12/12/1996,0.27,0.18,-0.74,2.9,9.801
13/12/1996,1.28,0.03,-4.75,2.25,7.604
14/12/1996,0.21,0.79,2.37,4.01,13.552
15/12/1996,0.16,0.19,1.27,2.86,9.666
16/12/1996,0,0.01,1.19,2.39,8.077
17/12/1996,2.24,0,-1.93,1.85,6.252
18/12/1996,6.36,0.08,-0.37,3.78,12.775
19/12/1996,0,0.68,-0.57,2.34,7.908
20/12/1996,0,0.86,-0.43,1.64,5.543
21/12/1996,0,0.27,-2.12,1.43,4.833
22/12/1996,0.01,0,-4.95,0.99,3.346
23/12/1996,0,0,-3.91,1.27,4.292
24/12/1996,0,0,-4.83,0.85,2.873
25/12/1996,0.42,0,-5.38,1.03,3.481
26/12/1996,0.66,0.34,-0.93,1.11,3.751
27/12/1996,0.14,0.01,-2.02,0.96,3.244
28/12/1996,0.21,0,-2.18,0.94,3.177
29/12/1996,1.58,0.01,-1.98,0.88,2.974
30/12/1996,0.72,0.36,-1.25,0.81,2.738
31/12/1996,0,0.07,-3.4,0.59,1.994
01/01/1997,1.02,0.06,-4.09,0.65,2.197
02/01/1997,0.22,0,-2.35,0.83,2.805
03/01/1997,0,0.01,-2.9,0.59,1.994
04/01/1997,0,0,-4.56,0.43,1.453
05/01/1997,0.45,0,-3.61,0.49,1.656
06/01/1997,0,0,-3.9,0.64,2.163
07/01/1997,0.01,0,-4.48,0.62,2.095
08/01/1997,0,0,-3.74,0.59,1.994
09/01/1997,0.01,0,-3.29,0.62,2.095
10/01/1997,0.13,0.02,-2.99,0.57,1.926
11/01/1997,6.42,0.15,-0.49,1.58,5.340
12/01/1997,1.28,0.67,6.21,13.65,46.132
13/01/1997,0.27,0.92,6.29,10.05,33.965
14/01/1997,0.76,0.7,6.06,7.47,25.246
15/01/1997,0.01,0.14,4.47,4.86,16.425
16/01/1997,0.16,0.02,-0.34,3.16,10.680
17/01/1997,3.09,0.06,0.46,2.98,10.071
18/01/1997,6.84,0.07,0.93,2.92,9.869
19/01/1997,0.3,0.04,0.03,2.54,8.584
20/01/1997,0.16,0.03,-2.94,1.43,4.833
21/01/1997,0.01,0.13,-1.47,1.32,4.461
22/01/1997,0.16,0.04,-2.98,0.94,3.177
23/01/1997,0.11,0.02,-2.28,1.31,4.427
24/01/1997,1.49,0.23,0.48,1.22,4.123
25/01/1997,0.19,0.01,-1.09,1.17,3.954
26/01/1997,0.99,0.2,2.19,1.26,4.258
27/01/1997,0,0.12,0.87,1.22,4.123
28/01/1997,0.03,0.06,0.26,1.02,3.447
29/01/1997,0,0.04,-0.07,0.83,2.805
30/01/1997,0.06,0.05,-0.69,0.78,2.636
31/01/1997,0.62,0.03,-1.62,0.94,3.177
01/02/1997,2.03,0.47,-0.03,0.81,2.738
02/02/1997,0.01,0.38,0.01,0.68,2.298
03/02/1997,8.78,0.77,1.27,1.78,6.016
04/02/1997,0.83,0.05,-1.16,1.12,3.785
05/02/1997,0.97,0.16,-2.44,0.98,3.312
06/02/1997,5.64,1.21,4.6,4.03,13.620
07/02/1997,8.23,1,0.12,2.27,7.672
08/02/1997,3.29,0.95,2.19,3.79,12.809
09/02/1997,11.97,1.03,3.15,5.18,17.506
10/02/1997,7.68,0.96,1.59,7.63,25.787
11/02/1997,4.27,0.61,0.25,2.99,10.105
12/02/1997,12.79,0.1,0.93,6.21,20.988
13/02/1997,2.47,0.72,0.86,4.83,16.324
14/02/1997,0,0.34,-0.66,2.54,8.584
15/02/1997,1.92,0.51,-0.07,1.9,6.421
16/02/1997,26.74,1.07,2.04,9.36,31.633
17/02/1997,26.53,1,3.55,23.54,79.556
18/02/1997,7.24,0.71,-0.95,6.66,22.508
19/02/1997,38.47,0.95,0.6,14.56,49.207
20/02/1997,39.31,0.82,0.99,14.33,48.430
21/02/1997,4.57,1.23,1.27,12.51,42.279
22/02/1997,8.91,1.49,5.87,20.48,69.215
23/02/1997,17.36,1.32,3.37,12.43,42.009
24/02/1997,14.22,1.27,0.68,6.52,22.035
25/02/1997,1.86,0.89,0.77,5.6,18.926
26/02/1997,0.09,0.25,-1.69,3.88,13.113
27/02/1997,11.36,0.91,2.43,10.95,37.007
28/02/1997,34.53,1.32,2.38,11.41,38.562
01/03/1997,31.15,1.11,3.81,46.57,157.389
02/03/1997,11.88,1.4,1.1,12.13,40.995
03/03/1997,0.81,1.06,1.26,7.07,23.894
04/03/1997,0,0.86,1.52,5.63,19.027
05/03/1997,7.76,1.08,2.05,6.09,20.582
06/03/1997,2,1.35,1.4,4.35,14.701
07/03/1997,10.55,0.86,4,10.32,34.878
08/03/1997,0,0.8,0.42,4.88,16.493
09/03/1997,0,0.81,1.44,3.72,12.572
10/03/1997,2.05,0.77,3.21,3.66,12.369
11/03/1997,0,0.62,3.42,3.96,13.383
12/03/1997,0.03,0.73,4.46,5.73,19.365
13/03/1997,1.24,0.9,5.01,6.87,23.218
14/03/1997,1.98,1,5.52,6.78,22.914
15/03/1997,16.13,0.18,2.82,9.72,32.850
16/03/1997,0.3,0.85,4.92,9.97,33.695
17/03/1997,3.13,0.36,4.91,6.57,22.204
18/03/1997,4.26,1.03,3.86,6.36,21.494
19/03/1997,0.65,1.3,3.17,5.49,18.554
20/03/1997,0.18,1.33,1.89,3.64,12.302
21/03/1997,2.87,0.9,-0.22,3.04,10.274
22/03/1997,0.61,0.47,3.07,3.22,10.882
23/03/1997,2.66,0.85,3.02,2.85,9.632
24/03/1997,1.27,0.99,3.57,3.35,11.322
25/03/1997,4.98,1.44,5.13,3.52,11.896
26/03/1997,13.71,1.84,4.31,7.41,25.043
27/03/1997,4.34,1.4,2.16,6.12,20.683
28/03/1997,4.99,1.77,1.89,4.26,14.397
29/03/1997,0,1.35,4.17,3.72,12.572
30/03/1997,0,1.49,5.04,3.18,10.747
31/03/1997,0.61,2.04,5.76,3.24,10.950
01/04/1997,0.24,2,5.87,3.58,12.099
02/04/1997,2.57,1.64,4.77,3.35,11.322
03/04/1997,3.37,1.8,0.64,2.97,10.038
04/04/1997,10.09,0.86,-0.3,4.01,13.552
05/04/1997,5.59,1.55,5.22,7.99,27.003
06/04/1997,0.43,1,2.51,4.72,15.952
07/04/1997,0,0.47,5.93,3.63,12.268
08/04/1997,0.31,1.56,6.4,3.3,11.153
09/04/1997,0,1.58,4.22,3.04,10.274
10/04/1997,0.25,2.16,5.98,3.18,10.747
11/04/1997,0.37,1.83,3.42,2.96,10.004
12/04/1997,0,1.37,3.16,2.42,8.179
13/04/1997,0.36,1.27,5.57,2.5,8.449
14/04/1997,0,1.15,5.89,2.95,9.970
15/04/1997,0,1.89,4.1,2.36,7.976
16/04/1997,0,0.94,4.74,2.09,7.063
17/04/1997,0,0.83,5.14,1.9,6.421
18/04/1997,0.53,1.14,4.69,1.83,6.185
19/04/1997,0,1.63,1.12,1.62,5.475
20/04/1997,1.26,2.1,2,1.42,4.799
21/04/1997,0,1.33,1.92,1.36,4.596
22/04/1997,0,1.04,0.6,1.18,3.988
23/04/1997,15.18,1.34,3.45,2.78,9.395
24/04/1997,0.44,1.84,4.11,3.07,10.375
25/04/1997,0,1.98,2.09,1.93,6.523
26/04/1997,0.01,1.26,2.11,1.62,5.475
27/04/1997,1.26,1.23,5.24,1.5,5.069
28/04/1997,1.85,1.62,7.47,2.25,7.604
29/04/1997,0.16,1.67,6.84,2.97,10.038
30/04/1997,0,1.36,7.96,2.55,8.618
01/05/1997,0,2.98,10.51,2.87,9.700
02/05/1997,0,1.86,7.53,2.34,7.908
03/05/1997,11.88,1.35,5.83,2.07,6.996
04/05/1997,19.7,0.93,4.22,7.83,26.463
05/05/1997,4.42,1.31,-0.27,3.99,13.485
06/05/1997,1.6,1.76,-1.04,3.2,10.815
07/05/1997,9.36,1.43,0.92,3.31,11.187
08/05/1997,2.23,1.81,1.45,3.54,11.964
09/05/1997,0.5,2.11,2.63,2.61,8.821
10/05/1997,9.22,1.47,3.22,2.37,8.010
11/05/1997,4.32,1.41,3.38,4.35,14.701
12/05/1997,3.9,1.51,4.62,4.91,16.594
13/05/1997,1.71,2.22,5.76,4.57,15.445
14/05/1997,0.11,2.59,6.38,3.41,11.525
15/05/1997,0,2.62,7.69,2.94,9.936
16/05/1997,2.92,2.86,8,2.82,9.531
17/05/1997,8.02,1.35,6.11,3.63,12.268
18/05/1997,30.84,0.53,6.02,13.87,46.875
19/05/1997,0.85,1.42,5.57,7.34,24.806
20/05/1997,4.62,0.65,4.55,5.24,17.709
21/05/1997,0,1.51,3.59,3.81,12.876
22/05/1997,0.06,2.13,3.41,2.93,9.902
23/05/1997,0.12,2.93,3.49,2.42,8.179
24/05/1997,0,2.6,5.1,2.1,7.097
25/05/1997,0.22,2.28,6.96,1.98,6.692
26/05/1997,0,2.63,8.95,1.99,6.725
27/05/1997,0,2.09,6.78,1.81,6.117
28/05/1997,0,2.7,9.08,1.71,5.779
29/05/1997,0,3.24,10.57,1.65,5.576
30/05/1997,0,3.32,10.43,1.51,5.103
31/05/1997,0,2.14,7.57,1.4,4.731
01/06/1997,0.04,3.2,8.5,1.25,4.225
02/06/1997,0.03,2.17,6.5,1.14,3.853
03/06/1997,0,2.91,7.89,1.04,3.515
04/06/1997,0,3.22,9.13,0.97,3.278
05/06/1997,2.15,2.09,9.95,0.94,3.177
06/06/1997,1.21,2.44,11.02,1.14,3.853
07/06/1997,5.46,2.99,12.45,1.27,4.292
08/06/1997,0.92,3.07,10.73,1.25,4.225
09/06/1997,2.43,2.84,7.24,0.98,3.312
10/06/1997,0.22,2.96,10.03,0.88,2.974
11/06/1997,21.96,0.97,7.99,1.53,5.171
12/06/1997,7.39,0.61,7.51,1.89,6.388
13/06/1997,3.14,1.35,7.52,1.39,4.698
14/06/1997,1.61,1.77,5.7,1.53,5.171
15/06/1997,1.28,2.15,6.05,1.27,4.292
16/06/1997,0.6,2.53,7.41,1.07,3.616
17/06/1997,2.79,2.41,8.86,1.03,3.481
18/06/1997,6.93,1.03,8.85,1.83,6.185
19/06/1997,14.13,1.54,8.37,2.68,9.057
20/06/1997,3.24,2.15,8.56,2.85,9.632
21/06/1997,13.79,1.76,8.44,4.28,14.465
22/06/1997,0.45,1.59,8.34,4.31,14.566
23/06/1997,0.04,2.33,7.2,2.84,9.598
24/06/1997,0.41,2.62,6.82,2.03,6.861
25/06/1997,1.56,0.91,5.78,1.75,5.914
26/06/1997,4.45,2.03,6.06,2.76,9.328
27/06/1997,4.91,1.83,6.01,3.03,10.240
28/06/1997,0.12,1.77,7.83,2.72,9.193
29/06/1997,0.04,2.52,7.91,1.94,6.556
30/06/1997,20.5,1.51,6.92,4.13,13.958
01/07/1997,18.27,0.87,5.75,13.42,45.355
02/07/1997,0.02,1.47,8.01,5.87,19.838
03/07/1997,3.27,1.44,8.07,3.73,12.606
04/07/1997,0.23,2.3,9.46,2.73,9.226
05/07/1997,0.07,2.07,10.63,2.11,7.131
06/07/1997,0,2.03,12.31,1.77,5.982
07/07/1997,0.04,2.07,11.57,1.54,5.205
08/07/1997,0,3.26,13.5,1.32,4.461
09/07/1997,0,3.64,12.59,1.16,3.920
10/07/1997,0,2.37,11.57,1.01,3.413
11/07/1997,0.04,2.91,11.7,0.91,3.075
12/07/1997,1.65,1.74,11.94,0.9,3.042
13/07/1997,12.06,1.84,12.13,1.5,5.069
14/07/1997,0,2.58,10.26,1.08,3.650
15/07/1997,2.91,2.02,11.31,1.17,3.954
16/07/1997,0,1.7,11.53,1.2,4.056
17/07/1997,0,2.06,10.49,0.98,3.312
18/07/1997,0,2.59,11.43,0.88,2.974
19/07/1997,0.02,3.17,12.33,0.8,2.704
20/07/1997,0,2.8,11.79,0.71,2.400
21/07/1997,0.03,2.67,12.46,0.65,2.197
22/07/1997,3.47,3.09,12.73,0.61,2.062
23/07/1997,5.83,1.53,11.91,0.68,2.298
24/07/1997,5.31,1.72,11.53,0.92,3.109
25/07/1997,0,2.26,11.49,0.82,2.771
26/07/1997,5.93,1.7,9.98,0.85,2.873
27/07/1997,4.4,2.67,11.69,0.86,2.906
28/07/1997,3.97,2.01,11.9,1.18,3.988
29/07/1997,2.93,2.03,11.64,1.28,4.326
30/07/1997,4.29,2.14,10.53,1.61,5.441
31/07/1997,1.11,1.94,11.1,1.72,5.813
01/08/1997,0,2.14,11.97,1.4,4.731
02/08/1997,0,1.45,9.97,1.16,3.920
03/08/1997,0,1.98,10.77,1.02,3.447
04/08/1997,0,2.75,10.71,0.88,2.974
05/08/1997,0,2.71,11.18,0.76,2.569
06/08/1997,0,2.74,12.64,0.7,2.366
07/08/1997,0,2.67,13.37,0.65,2.197
08/08/1997,1.16,2.5,15.23,0.62,2.095
09/08/1997,3.27,1.36,12.93,0.63,2.129
10/08/1997,0.15,2.27,13.92,0.66,2.231
11/08/1997,0.43,0.86,13.95,0.58,1.960
12/08/1997,0.02,2.26,14.95,0.53,1.791
13/08/1997,15.94,1.65,14.35,0.92,3.109
14/08/1997,0,2.16,14.7,0.7,2.366
15/08/1997,0.19,1.82,14.05,0.53,1.791
16/08/1997,0,2.71,15,0.5,1.690
17/08/1997,1.74,1.82,13.45,0.47,1.588
18/08/1997,0,1.77,11.88,0.45,1.521
19/08/1997,0.04,2.12,14.26,0.44,1.487
20/08/1997,3.36,1.96,15.82,0.53,1.791
21/08/1997,1.78,2.28,14.1,0.64,2.163
22/08/1997,1.49,2.66,11.82,0.49,1.656
23/08/1997,0.48,0.67,9.27,0.46,1.555
24/08/1997,0.39,1.77,9.05,0.45,1.521
25/08/1997,0.65,1.6,9.66,0.42,1.419
26/08/1997,0,2.1,10.3,0.4,1.352
27/08/1997,17.72,1.45,11.24,1.56,5.272
28/08/1997,4.4,1.91,10.84,1.04,3.515
29/08/1997,2.86,1.54,10.13,0.94,3.177
30/08/1997,0.15,1.88,10.34,0.8,2.704
31/08/1997,1.02,0.96,8.06,0.76,2.569
01/09/1997,4.79,0.89,9.97,0.97,3.278
02/09/1997,10.27,1.42,9.69,2.06,6.962
03/09/1997,14.31,1.47,11.18,9.61,32.478
04/09/1997,6.18,2.26,9.83,5.59,18.892
05/09/1997,0.4,1.84,9.43,3.11,10.511
06/09/1997,1.27,0.73,8.6,3.49,11.795
07/09/1997,0.07,1.88,11.26,2.51,8.483
08/09/1997,0,2.17,10.58,1.88,6.354
09/09/1997,0,2.17,8.43,1.5,5.069
10/09/1997,0,1.63,8.38,1.29,4.360
11/09/1997,3.6,1.21,8.68,1.2,4.056
12/09/1997,3.38,1.4,5.21,1.42,4.799
13/09/1997,2.23,1.63,4.05,1.7,5.745
14/09/1997,3.47,1.26,7.71,2.23,7.537
15/09/1997,3.66,2.28,9.74,4.46,15.073
16/09/1997,7.34,1.18,8.07,4.08,13.789
17/09/1997,0,1.4,6.77,2.32,7.841
18/09/1997,0.1,1.15,4.31,1.75,5.914
19/09/1997,0,1.21,4.52,1.48,5.002
20/09/1997,0,0.92,4.69,1.3,4.394
21/09/1997,0,0.83,7.46,1.17,3.954
22/09/1997,0,0.82,7.87,1.07,3.616
23/09/1997,0,0.98,7.95,0.96,3.244
24/09/1997,0,1.04,7.61,0.88,2.974
25/09/1997,0,0.98,7.31,0.81,2.738
26/09/1997,0,0.54,6.81,0.77,2.602
27/09/1997,0.13,0.15,7.67,0.74,2.501
28/09/1997,0.16,1.11,9.53,0.71,2.400
29/09/1997,0,1.53,9.35,0.66,2.231
30/09/1997,0,0.56,6.78,0.62,2.095
01/10/1997,0,1.55,8.71,0.58,1.960
02/10/1997,0,0.89,7.6,0.57,1.926
03/10/1997,0.03,1.24,10.03,0.55,1.859
04/10/1997,0.17,1.33,11.18,0.6,2.028
05/10/1997,1.91,1.22,10.7,0.65,2.197
06/10/1997,8.17,0.81,9.28,1.32,4.461
07/10/1997,0.44,0.57,5.28,0.85,2.873
08/10/1997,0.27,1,6.95,0.73,2.467
09/10/1997,5.57,0.61,6.34,0.74,2.501
10/10/1997,1.3,0.74,5.64,1.04,3.515
11/10/1997,1.08,0.8,3.93,0.99,3.346
12/10/1997,1.98,0.87,2.53,0.94,3.177
13/10/1997,1.88,0.9,2.37,1.1,3.718
14/10/1997,11.82,0.15,2.75,2.11,7.131
15/10/1997,5.12,0.36,5.48,2.16,7.300
16/10/1997,0.77,0.42,8.53,2.87,9.700
17/10/1997,3.69,0.67,10.57,3.4,11.491
18/10/1997,0,0.35,7.62,2.53,8.550
